track_id,track_name,track_artist,rating,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,userID,itemID
3NuK5xMlSlB6K2Qp16zf3h,Solo (feat. Demi Lovato),Clean Bandit,73,1MvF4ulZKH7SaDQs9rE5nc,What Is Love? (Deluxe Edition),2018-11-30,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,pop,electropop,0.74,0.622,11,-4.608,0,0.0446,0.0357,4.85e-05,0.356,0.556,104.966,222707,2667,45
1A8j067qyiNwQnZT0bzUpZ,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,78,66KCBRiOFSs9bki2A15WlB,Layers,2016-11-04,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,pop,electropop,0.792,0.717,0,-4.759,0,0.0393,0.0927,3.59e-05,0.226,0.466,121.985,195547,2668,45
3DXncPQOG4VBw3QHh3S817,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,76,4JBZ0QHveEpESepanNBG8A,Grateful,2017-06-22,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,pop,electropop,0.609,0.668,7,-4.284,1,0.0367,0.0552,0.0,0.167,0.811,80.924,288600,2670,45
0afhq8XCExXpqazXczTSve,Galway Girl,Ed Sheeran,80,3T4tUhGYeRNVUGevb0wThu,÷ (Deluxe),2017-03-03,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,pop,electropop,0.624,0.876,9,-3.374,1,0.1,0.0735,0.0,0.327,0.781,99.943,170827,2672,45
39cmB3ZoTOLwOTq7tMNqKa,Hear Me Now,Alok,75,6fpsA5aYbVNLe6y3P49o2o,Hear Me Now,2016,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,pop,electropop,0.778,0.463,11,-7.603,1,0.0389,0.546,0.00289,0.0731,0.496,121.999,194840,2673,45
67YkHJvLYOR1mKdpQSTsUr,Never Be Alone,TheFatRat,55,143O7KuRDYlHSTzjKtKvHD,Never Be Alone,2015-01-29,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,pop,electropop,0.721,0.626,1,-5.76,1,0.0314,0.216,0.00614,0.114,0.261,132.01,260000,2675,45
4coVboSNkToRTBRqxXk4vr,Limitless,Elektronomia,53,1tsFu7U1RLBYKpdda0PUyf,Limitless,2017-03-14,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,pop,electropop,0.678,0.875,0,-1.962,0,0.0468,0.237,0.385,0.375,0.322,127.992,244692,2676,45
1e8g8Zypak1hTK8l12olYd,Revolution,Diplo,58,1LfYvibIWM1oqBIzO7XY3c,Revolution,2013-10-08,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,pop,electropop,0.634,0.724,5,-5.842,0,0.0546,0.00499,0.000193,0.0732,0.309,148.024,263716,2677,45
7zsXy7vlHdItvUSH8EwQss,Cold Water,Major Lazer,69,3Kmo85mapQ2wTaCAHBkKsK,Cold Water,2016-07-22,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,pop,electropop,0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.501,92.943,185360,2678,45
7boPPE857KEqCIHNwFkDop,Audio,Sia,16,3wX49A4zAxAhQJ0uN5FLsl,Audio,2018-05-10,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,pop,electropop,0.365,0.692,3,-4.586,0,0.0671,0.192,1.51e-06,0.0862,0.372,89.998,203400,2679,45
1Sl3njkhhz8nrSPZroDQ82,Complicated (feat. Kiiara),Dimitri Vegas & Like Mike,66,6SgTiW8a5BHFXbR03BteCd,Complicated (feat. Kiiara),2017-07-28,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,pop,electropop,0.678,0.819,8,-3.306,1,0.0313,0.191,0.0,0.159,0.499,90.004,184248,2680,45
4B2kkxg3wKSTZw5JPaUtzQ,On & On,Cartoon,71,0Lt1PzvVZoslDNI2Jsq6pW,On & On,2015-07-09,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,pop,electropop,0.458,0.696,11,-4.742,1,0.0402,0.285,0.0,0.123,0.418,174.141,207069,2681,45
6ce17pZwsMcYNab5IaC5MQ,I'd Love To Change The World - Matstubs Remix,Jetta,66,6Rrkbe2xgFPfCF2frnzUg3,I'd Love To Change The World (Matstubs Remix),2015-12-18,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.478,0.796,4,-5.225,0,0.126,0.0749,0.0105,0.0633,0.204,139.941,189973,2683,106
6ce17pZwsMcYNab5IaC5MQ,I'd Love To Change The World - Matstubs Remix,Jetta,66,6Rrkbe2xgFPfCF2frnzUg3,I'd Love To Change The World (Matstubs Remix),2015-12-18,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,pop,electropop,0.478,0.796,4,-5.225,0,0.126,0.0749,0.0105,0.0633,0.204,139.941,189973,2683,45
2rizacJSyD9S1IQUxUxnsK,All We Know,The Chainsmokers,70,0xmaV6EtJ4M3ebZUPRnhyb,All We Know,2016-09-29,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,pop,electropop,0.662,0.586,0,-8.821,1,0.0307,0.097,0.00272,0.115,0.296,90.0,194080,2684,45
3aLWuWKHaTV4Ok7LKvXRYn,Let Me Hold You (Turn Me On),Cheat Codes,66,2APVXYBFX7sOVQ8HLO6kG9,Let Me Hold You (Turn Me On),2016-04-13,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,pop,electropop,0.681,0.774,1,-3.167,0,0.0787,0.0992,0.0,0.35,0.267,102.924,162425,2685,45
2P4OICZRVAQcYAV2JReRfj,Waiting For Love,Avicii,78,7dqftJ3kas6D0VAdmt3k3V,Stories,2015-10-02,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,pop,electropop,0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999,230613,2686,45
2P4OICZRVAQcYAV2JReRfj,Waiting For Love,Avicii,78,7dqftJ3kas6D0VAdmt3k3V,Stories,2015-10-02,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,pop,indie poptimism,0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999,230613,2686,68
1CkvWZme3pRgbzaxZnTl5X,Rolling in the Deep,Adele,75,1azUkThwd2HfUDdeNeT147,21,2011-01-19,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.729,0.756,8,-5.119,1,0.0294,0.131,0.0,0.0527,0.522,104.945,228293,2689,46
3nc420PXjTdBV5TN0gCFkS,Ocean (feat. Khalid),Martin Garrix,76,1XQ6XbZ6ZM1V5iEtWlYDeH,Ocean (feat. Khalid),2018-06-15,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.506,0.693,0,-7.265,0,0.0412,0.584,9.58e-05,0.0891,0.221,139.912,216420,2690,46
3YJlTDtUXu1sGh8lunblkG,Only Girl (In The World),Rihanna,8,5R02Ascj55hnaOZgQIzVXD,Only Girl (In The World),2010-09-10,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.768,0.738,11,-3.017,0,0.0406,0.0524,3.01e-05,0.0561,0.685,125.928,235853,2692,46
1zi7xx7UVEFkmKfv06H8x0,One Dance,Drake,83,40GMAhriYJRO1rsY4YdrZb,Views,2016-05-06,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.00188,0.329,0.37,103.967,173987,2693,46
41Fflg7qHiVOD6dEPvsCzO,Worth It,Fifth Harmony,74,0zAsh6hObeNmFgFPrUiFcP,Reflection (Deluxe),2015-01-30,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.884,0.765,8,-3.865,1,0.0882,0.063,7.04e-06,0.118,0.594,99.987,224573,2694,46
1NhPKVLsHhFUHIOZ32QnS2,Secrets,OneRepublic,76,2pLAOZiilrhOrTQNqrF8qr,Waking Up,2009-01-01,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.516,0.764,2,-6.223,1,0.0366,0.0717,0.0,0.115,0.376,148.021,224693,2695,46
6UW9S0skvWZ9PUvLti7aZP,Somebody Else,Zonoma,54,4Nrw8ETybU3f1SFV2aEhfB,Somebody Else,2017-01-13,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.694,0.518,0,-7.289,0,0.0345,0.00913,0.00016,0.427,0.184,106.964,200590,2697,46
3caMfJGFp53NAH2TuigdNj,Hunter,Galantis,8,1RgIfPUFDj361Z6bGhe2zF,Hunter,2017-05-05,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.509,0.712,7,-5.747,1,0.111,0.186,0.0,0.102,0.653,99.831,183229,2698,46
0dA2Mk56wEzDgegdC6R17g,Stay (with Alessia Cara),Zedd,17,0VMGOBhLrC5Q2bfZnrocVN,Stay,2017-02-23,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.679,0.634,5,-5.024,0,0.0654,0.232,0.0,0.115,0.498,102.013,210091,2699,46
2dRvMEW4EwySxRUtEamSfG,The Heart Wants What It Wants,Selena Gomez,66,78GeZ5IA1KSbI0MiR4bAhH,For You,2014-11-24,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.616,0.789,7,-4.874,0,0.0377,0.053,0.0,0.142,0.621,83.066,227360,2700,46
1SBj3BmNJ5SNCoC0VtlR9Z,No Vacancy (feat. Amir),OneRepublic,27,5GFNkpB5E3L6LFlkqpQvQv,Addictions,2017-10-27,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.643,0.718,5,-4.956,1,0.0595,0.0602,0.0,0.0723,0.524,100.152,223863,2701,46
2BJiH5COSZTEmadUV1xRQ0,Make It Right,Armin van Buuren,43,4viivu4LFPLzm4pgD1gp6q,Make It Right,2016-11-11,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.517,0.722,9,-5.126,1,0.0297,0.0397,7.69e-06,0.45,0.474,127.936,199512,2703,46
008MceT31RotUANsKuzy3L,Liquid Blue,The.madpix.project,24,1Z4ANBVuhTlS6DprlP0m1q,Liquid Blue,2015-08-07,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.659,0.794,10,-5.644,0,0.054,0.000761,0.132,0.322,0.852,128.041,228565,2706,46
5uImkHXfTLkNYwemtGH7kB,We Found Love,Rihanna,19,0MYABBSxz6JqujXq2JBvsF,Talk That Talk (Deluxe),2012-07-18,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,215227,2707,46
4pdPtRcBmOSQDlJ3Fk945m,Let Me Love You,DJ Snake,21,55bbXORm6ZrVq52zfZnxBf,Encore,2016-08-05,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,pop,indie poptimism,0.476,0.718,8,-5.309,1,0.0576,0.0784,1.02e-05,0.122,0.142,199.864,205947,2709,68
4pdPtRcBmOSQDlJ3Fk945m,Let Me Love You,DJ Snake,21,55bbXORm6ZrVq52zfZnxBf,Encore,2016-08-05,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.476,0.718,8,-5.309,1,0.0576,0.0784,1.02e-05,0.122,0.142,199.864,205947,2709,46
4pdPtRcBmOSQDlJ3Fk945m,Let Me Love You,DJ Snake,21,55bbXORm6ZrVq52zfZnxBf,Encore,2016-08-05,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.476,0.718,8,-5.309,1,0.0576,0.0784,1.02e-05,0.122,0.142,199.864,205947,2709,106
31xtjNp79v34J5YLFUsVfH,Bad Chick,The.madpix.project,0,3iBUReNgkSBdwaHx4lUffH,Bad Chick,2014-04-22,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.736,0.858,11,-5.538,0,0.0816,0.0141,0.00107,0.262,0.171,128.069,292093,2710,46
6w1hZMlo2SVuq29liebhb8,Poker Face,Lady Gaga,6,482HqzMMfrkFXAGujtwFrm,Poker Face,2008-09-26,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.849,0.826,4,-4.609,1,0.0752,0.124,2.28e-06,0.0869,0.753,119.002,237400,2711,46
1aKsg5b9sOngINaQXbB0P7,Love Me Harder,Ariana Grande,9,5AMOKSM1ftb3opIbGT2d4q,My Everything (Deluxe),2014-08-22,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.472,0.714,1,-4.389,0,0.0334,0.00937,0.0,0.0764,0.24,98.992,236133,2713,46
2J0X46UkpfLlWbuCXFgDLr,Waste It On Me (feat. BTS),Steve Aoki,49,1VFgefav92A6JzlPSUatzV,Neon Future III,2018-11-09,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.669,0.684,7,-4.595,1,0.0585,0.252,0.0,0.72,0.466,96.097,192537,2714,46
3LxFqieGoMcJSnDVHokSLp,Colors (feat. Andreas Moe),Hardwell,35,3QTVsIyjtbHhXGxwh7H6j3,United We Are,2015-01-20,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.597,0.842,2,-3.424,1,0.0352,0.0135,6.38e-06,0.158,0.484,127.924,240938,2715,46
16pwlVsypm4aDKMhXdOuXg,Animals,Maroon 5,64,4KXLjIEas8MTwwX3xpmAdC,V (Deluxe),2015-05-18,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.279,0.742,4,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,189.868,231013,2716,46
4PdJSsESm34djLfBde9Pr2,Would I Lie to You - Radio Edit,David Guetta,64,1o9FV0S0KY1kqmYsacy4j8,Would I Lie To You,2016-09-30,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.671,0.826,7,-5.766,0,0.309,0.00718,0.0,0.631,0.774,123.986,197648,2717,46
2Oehrcv4Kov0SuIgWyQY9e,Demons,Imagine Dragons,20,1vAEF8F0HoRFGiYOEeJXHW,Night Visions (Deluxe),2012-09-04,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.327,0.71,3,-2.928,1,0.0547,0.202,9e-05,0.28,0.416,179.561,175200,2718,46
6HUeSTt2RaKYIiJrnjzaCd,Ten Feet Tall,Afrojack,4,7eIdlHTVcGUhf6WGGffQES,Forget The World (Deluxe),2014-01-01,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.523,0.861,0,-3.447,1,0.0644,0.0336,0.0,0.144,0.346,127.049,229149,2719,46
5YdDUZDac60DEHfaGlGBIh,Show Me the Way - Radio Edit,The.madpix.project,5,2mv27mUb3M5J9ewfiCYmAc,Show Me the Way,2016-03-16,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.698,0.844,0,-6.267,1,0.156,0.0102,0.0329,0.384,0.438,127.993,232500,2720,46
7pYfyrMNPn3wtoCyqcTVoI,Moves Like Jagger - Studio Recording From The Voice Performance,Maroon 5,76,1snrPQMoTrBsKl73wzSxbn,Hands All Over (Revised International Standard version),2010,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.722,0.761,11,-4.459,0,0.0475,0.0117,0.0,0.315,0.624,128.044,201493,2721,46
16Cs9KsHzgunxaEfGrXysG,Play Hard (feat. Ne-Yo & Akon) - New Edit,David Guetta,66,2RjYiccB99aFRJ8C0QxDf7,Play Hard (feat. Ne-Yo & Akon) [New Edit],2013-03-15,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.723,0.87,8,-3.013,0,0.0435,0.035,0.0,0.656,0.678,129.952,208845,2722,46
70cTMpcgWMcR18t9MRJFjB,I Gotta Feeling,The Black Eyed Peas,20,5lNzygOpCmzRx4N301icBB,THE E.N.D. (THE ENERGY NEVER DIES) [International Version],2009-01-01,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.743,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.96,289133,2723,46
5l3CML2OnzfNs5RfVgbcLt,Talk Dirty (feat. 2 Chainz),Jason Derulo,67,1OdcBxCNY52OXH0r4odXqP,Tattoos,2013-09-10,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.76,0.652,6,-7.321,1,0.232,0.0348,0.0,0.307,0.759,100.315,177685,2727,46
5nUJym1qItTzwWx2zfSxUb,Follow Me (feat. Jason Derulo),Hardwell,38,3QTVsIyjtbHhXGxwh7H6j3,United We Are,2015-01-20,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.519,0.814,6,-2.884,1,0.0547,0.0114,0.0,0.0676,0.381,127.968,199849,2729,46
1Zr7O3ECzDlfLpF6XCv7wO,Wish You Were Here - Radio Edit,The.madpix.project,12,7qgDIrQzCLpKLyfmEOv6y6,Wish You Were Here,2015-03-25,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.694,0.918,5,-3.033,0,0.185,0.0265,0.00212,0.412,0.413,125.076,270720,2730,46
6nLctpnQJiPTxkaSgbPKiw,Together,Martin Garrix,61,0f1CZexom6ELxbDZx32fyk,Seven,2016-10-28,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.509,0.729,1,-4.773,1,0.0343,0.0732,2.73e-05,0.233,0.196,127.871,221274,2731,46
35HNMw0QuZdapDulrvLch5,Mandy,Ian Storm,19,2TRPkJF7JQTDy3lb3NSeCn,Mandy,2019-03-22,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.816,0.679,7,-7.551,1,0.0436,0.239,0.0,0.209,0.717,118.017,176853,2732,46
7iORJqhbZUXC8WAXK6geT0,when u come around,Jay-C,35,1wuWBqPi8jbxfrHFOQQo6p,when u come around,2019-07-05,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.851,0.721,0,-6.678,0,0.13,0.0598,2.89e-05,0.134,0.613,126.038,185729,2733,46
2Y0yBNDLT7BXPGRd96aBd2,Into Your Arms,Kxa,37,3NKkvP0OBpje4g6Pc9oI3Y,Into Your Arms,2019-07-19,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.55,0.712,10,-7.553,1,0.0628,0.267,0.0,0.132,0.373,145.168,187103,2734,46
5MFzQMkrl1FOOng9tq6R9r,Don't Wanna Know,Maroon 5,15,0fvTn3WXF39kQs9i3bnNpP,Don't Wanna Know,2016-10-11,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.783,0.623,7,-6.126,1,0.08,0.338,0.0,0.0975,0.447,100.048,214480,2735,46
62yjOWjA3tb65zgQWdFNx7,Shot Me Down (feat. Skylar Grey) - Radio Edit,David Guetta,44,7bpWEp24oHgUs08ImjakfU,Listen Again,2015-11-27,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.347,0.772,5,-4.359,0,0.0549,0.0597,0.0333,0.115,0.035,192.118,191412,2736,46
48nmKZkd67ATPI8ROOJhkK,Lady (feat. Pitbull),Austin Mahone,3,0PMO0t7hroaEi9A6SX15qZ,For Me+You,2016-12-30,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.751,0.829,10,-4.906,0,0.0832,0.164,7.71e-05,0.341,0.672,125.958,211278,2737,46
1D3ODoXHBLpdxolZRHWV1j,By Your Side,Jonas Blue,9,6IJVWErYhvWqG41NnLSGMM,By Your Side,2016-10-28,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.696,0.743,6,-3.838,1,0.0331,0.0778,0.0,0.0581,0.644,122.978,201254,2738,46
0Zxswuv5xzIhxDnsKJLq82,Mercy,Shawn Mendes,9,5yYFrOnqG8cEciKnsxHz2r,Illuminate (Deluxe),2017-04-20,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.561,0.674,4,-4.882,0,0.0818,0.118,0.0,0.111,0.383,148.127,208733,2741,46
7L97R04c6ZaPlU8xSxibQp,Bad (feat. Vassy) - Radio Edit,David Guetta,48,7bpWEp24oHgUs08ImjakfU,Listen Again,2015-11-27,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.614,0.972,5,-3.927,0,0.088,0.00125,0.0186,0.328,0.411,127.966,170625,2742,46
5nASGGi1QarKyMmGg2fhaB,Pynk (feat. Grimes),Janelle Monáe,39,2OmFRiWXeN6bo0SavCOyHV,Pynk,2018-04-10,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,0.672,0.291,8,-7.843,1,0.0897,0.0375,3.89e-06,0.0925,0.417,100.961,240426,2744,47
1tAoLzNNXRabfHHzSqdk3R,Django Jane,Janelle Monáe,37,1hDOTC8RDYkeeQBcdCg2nY,Django Jane,2018-02-21,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,0.763,0.609,11,-6.375,1,0.39,0.513,0.0,0.23,0.287,102.525,193506,2746,47
1ljzHUgt2SU2ADkhfa9eBC,Tightrope (feat. Big Boi) - Big Boi Vocal Edit,Janelle Monáe,56,7MvSB0JTdtl1pSwZcgvYQX,The ArchAndroid,2010-05-17,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,0.641,0.673,5,-10.72,0,0.0918,0.0302,0.000868,0.219,0.644,167.978,262587,2747,47
3HW030T8eqPs8wpsgZqCGM,Q.U.E.E.N.,Janelle Monáe,54,3bnHtSmmsgJiG82hGCmsq9,The Electric Lady,2013-09-06,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,0.843,0.433,0,-8.139,1,0.0676,0.0114,8.19e-06,0.123,0.161,106.028,310480,2748,47
3IJCSQoLF4YzPAKaxq2JLb,Yoga,Janelle Monáe,55,5rzxGeVyCV74SvV5hjLRAU,Yoga,2015-03-31,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,0.74,0.546,7,-5.674,0,0.0498,0.0159,8.41e-05,0.209,0.375,130.028,217679,2749,47
5al9is1AQnaI3lTi20DUG6,Cold War,Janelle Monáe,44,7MvSB0JTdtl1pSwZcgvYQX,The ArchAndroid,2010-05-17,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,0.436,0.847,5,-7.584,0,0.086,0.00402,0.00103,0.0965,0.575,159.953,203627,2750,47
3JI2mIJto0JuYbrq87aFqu,Venus Fly,Grimes,57,5hB4jVN4ZHpubyiMmW81K1,Art Angels,2015-11-06,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,0.62,0.742,4,-7.327,0,0.0273,0.000285,0.869,0.297,0.252,128.41,225735,2751,47
5dzV75f9qVXVvdXLTqIG4L,Primetime,Janelle Monáe,53,3bnHtSmmsgJiG82hGCmsq9,The Electric Lady,2013-09-06,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,0.667,0.465,8,-8.096,1,0.0339,0.0426,0.00649,0.465,0.34,123.883,280080,2752,47
5xok0LRntz8qY9ljEwPV9L,Gabby,The Internet,47,69g3CtOVg98TPOwqmI2K7Q,Ego Death,2015-06-26,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,0.498,0.78,9,-4.947,1,0.201,0.00909,0.16,0.25,0.657,156.772,212080,2753,47
5eKwaeINlNEX3aMlfpmUtw,"Oh, Maker",Janelle Monáe,41,7MvSB0JTdtl1pSwZcgvYQX,The ArchAndroid,2010-05-17,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,0.586,0.411,6,-11.841,0,0.0393,0.166,0.105,0.184,0.31,90.005,226253,2754,47
69vzkewKl2LPquyEiqD8BB,Electric Lady,Janelle Monáe,48,3bnHtSmmsgJiG82hGCmsq9,The Electric Lady,2013-09-06,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,0.621,0.722,7,-7.002,1,0.0542,0.0173,3.74e-05,0.0808,0.451,94.985,308893,2756,47
4t18Py5qQvK6DriDoPkPrO,Dance or Die (feat. Saul Williams),Janelle Monáe,40,7MvSB0JTdtl1pSwZcgvYQX,The ArchAndroid,2010-05-17,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,0.763,0.901,6,-8.328,1,0.165,0.0714,0.0109,0.251,0.762,119.968,192507,2758,47
06I6iDFVtZDGcRu9BgHraA,"Sincerely, Jane - EP Version",Janelle Monáe,36,3T3bJi3cvwR5U7ihwgEwF1,Metropolis: The Chase Suite (Special Edition),2008-08-12,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,0.753,0.647,6,-7.606,0,0.0867,0.207,0.0006489999999999,0.15,0.274,119.994,331040,2759,47
5ich6a21YmjkV62EHpQ90O,Lettin Go! (Album Version),Janelle Monáe,31,59cmmV7FmRcOODdEyQxI66,Lettin Go (Single),2006-01-01,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,0.731,0.955,9,-2.856,1,0.269,0.165,2.16e-06,0.185,0.49,123.939,269187,2761,47
5zdljOuxFgbkVgVgOXbSIE,Locked Inside,Janelle Monáe,39,7MvSB0JTdtl1pSwZcgvYQX,The ArchAndroid,2010-05-17,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,0.572,0.629,11,-8.531,1,0.0495,0.0802,0.0,0.146,0.478,120.037,256813,2762,47
4F1ODe06Zg6i276BkNtkGg,Violet Stars Happy Hunting! (feat. The Skunks) - EP Version,Janelle Monáe,34,3T3bJi3cvwR5U7ihwgEwF1,Metropolis: The Chase Suite (Special Edition),2008-08-12,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,0.678,0.913,9,-6.018,0,0.0884,0.069,0.0,0.0732,0.777,159.923,193573,2763,47
4BDb93hwHyVwWbci7CzeDE,We Were Rock and Roll,Janelle Monáe,38,3bnHtSmmsgJiG82hGCmsq9,The Electric Lady,2013-09-06,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,0.651,0.769,10,-8.652,0,0.0284,0.012,9.66e-05,0.102,0.8,129.988,259467,2764,47
5Y3d8TTZXRfhrGGVoKAeNP,The Kids (feat. Janelle Monáe),B.o.B,41,7apLPYT8szV1IqTxyVSy5P,B.o.B Presents: The Adventures of Bobby Ray,2010-04-26,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,0.761,0.92,5,-5.773,1,0.413,0.0916,0.0,0.365,0.587,139.966,206907,2765,47
3SOYvrYaTvK803DD6saJ7H,Fashion (feat. Janelle Monáe),Paolo Nutini,42,0DnxCSZdeApVBVfcWsm3IJ,Caustic Love,2014-04-11,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,0.756,0.704,9,-7.186,1,0.0583,0.276,0.0,0.323,0.9,119.926,186213,2770,47
